Image_0,Image_1,Image_2,Image_3,Image_4,Image_5,Image_6,Image_7,Image_8,Image_9,Image_10,Image_11,Image_12,Image_13,Image_14,Image_15,Image_16,Image_17,Image_18,Image_19,Image_20,Image_21,Image_22,Image_23,Image_24,Image_25,Image_26,Image_27,Image_28,Image_29,Image_30,Image_31,Image_32,Image_33,Image_34,Image_35,Image_36,Image_37,Image_38,Image_39,Image_40,Image_41,Image_42,Image_43,Image_44,Image_45,Image_46,Image_47,Image_48,Image_49
-0.011070557869970798,-0.010561104863882065,0.01242606621235609,0.00892753154039383,-0.015471101738512516,-0.02783632092177868,-0.0005464713321998715,-0.006998973898589611,0.007630762178450823,-0.02103068307042122,0.005567923653870821,-0.00310553889721632,-0.014188474044203758,0.029521696269512177,-0.03526139631867409,-0.012446131557226181,-0.013191989623010159,-0.014964387752115726,0.007813745178282261,-0.001425584894604981,-0.016503609716892242,-0.010705491527915001,-0.007410133257508278,-0.0180169939994812,-0.005277314223349094,-0.008306702598929405,-0.009160838089883327,-0.0021794643253087997,-0.005828385706990957,-0.026153452694416046,-0.011485815048217773,-0.0022452373523265123,0.0015449236379936337,0.009684805758297443,-0.000647077162284404,-0.011879866011440754,-0.01533026248216629,-0.003284888342022896,0.0026045027188956738,0.0011256387224420905,-0.009690157137811184,0.0025913098361343145,-0.025933420285582542,0.0029145076405256987,-0.0015734214102849364,-0.019934210926294327,-0.030510926619172096,-0.011804008856415749,-0.02030368521809578,0.006163404788821936
-0.006736685987561941,0.00019753891683649272,-0.026520831510424614,-0.024854984134435654,-0.011768052354454994,-0.03537313640117645,0.007411192171275616,-0.015553275123238564,-0.01660093292593956,0.0019628850277513266,-0.011227607727050781,-0.014306269586086273,0.0007621875265613198,-0.029055563732981682,-0.01988639123737812,-0.0076660956256091595,-0.006176133174449205,-0.020549872890114784,-0.0238832775503397,-0.01452187541872263,-0.006768262945115566,-0.021177690476179123,-0.0337088406085968,-0.01102890819311142,-0.010249543935060501,-0.008923959918320179,-0.004411973524838686,-0.018207542598247528,-0.02749006822705269,0.0027691503055393696,-0.02765815146267414,-0.010370088741183281,-0.013984126970171928,-0.009723212569952011,-0.02026507630944252,-0.01904347725212574,-0.03262977674603462,-0.014809079468250275,-0.016796255484223366,-0.02725529856979847,-0.01541765034198761,-0.006795837078243494,-0.005601309705525637,-0.02422329969704151,-0.010641813278198242,-0.0018343155970796943,-0.014587627723813057,-0.0073822904378175735,-0.024759646505117416,-0.02066016010940075
0.020417630672454834,-0.010137119330465794,-0.010120460763573647,-0.007999910041689873,-0.020320646464824677,-0.0213236715644598,-0.001060915063135326,0.0004529732104856521,-0.022177506238222122,0.011386321857571602,0.005177939310669899,-0.00240224483422935,-0.006524673197418451,-0.015149291604757309,-0.018330741673707962,-0.005050604231655598,0.007826734334230423,-0.015474537387490273,-0.003170677227899432,-0.015147818252444267,-0.008283640258014202,0.004594548139721155,0.003809301182627678,-0.006374628748744726,-0.019849970936775208,-0.018268179148435593,-0.01806253008544445,-0.002516348147764802,0.0013488042168319225,0.011994150467216969,-0.00036773495958186686,0.003934818785637617,-0.020457791164517403,-0.0026660419534891844,-0.004050418734550476,-0.017666839063167572,-0.014407954178750515,-0.011642077937722206,-0.012578075751662254,-0.006409668363630772,0.006613187957555056,-0.016398927196860313,0.00036939673009328544,-0.0032676830887794495,-0.011144524440169334,0.0007158103981055319,-0.021711207926273346,-0.002785107819363475,-0.01219900231808424,-0.007363331504166126
-0.011303290724754333,-0.040497083216905594,-0.008770217187702656,-0.019012944772839546,-0.023839201778173447,-0.01424641814082861,-0.04089286923408508,-0.032916851341724396,-0.03624128922820091,-0.01228909008204937,-0.015730448067188263,-0.025143170729279518,-0.025225361809134483,-0.025792639702558517,-0.015050912275910378,-0.03380812704563141,-0.034614548087120056,-0.015906203538179398,-0.01655057817697525,-0.03014540858566761,-0.020731385797262192,-0.003985397983342409,-0.037246499210596085,-0.004530920647084713,-0.0312354676425457,-0.024099288508296013,-0.013760693371295929,-0.04985247924923897,-0.01093266811221838,-0.0042510912753641605,-0.038670193403959274,-0.03005710430443287,-0.034644220024347305,-0.014095136895775795,-0.02087523601949215,-0.03910668194293976,-0.028317362070083618,-0.021232295781373978,-0.020734071731567383,-0.030513809993863106,-0.01075299084186554,-0.019231583923101425,-0.026860535144805908,0.008897429332137108,-0.037683770060539246,-0.024575883522629738,-0.033575113862752914,-0.02402913197875023,-0.03851500526070595,-0.036633990705013275
-0.02553776279091835,0.009616772644221783,0.013706251047551632,0.0013264653971418738,-0.011076201684772968,-0.00790446437895298,-0.011683677323162556,-0.007298565469682217,-0.005013120826333761,-0.0038876249454915524,0.0026266572531312704,-0.02796284481883049,-0.007265106309205294,0.00789834838360548,-0.012354453094303608,0.0027668806724250317,-0.02312764711678028,-0.014755096286535263,0.0025336164981126785,0.0016524891834706068,-0.008041689172387123,-0.002469002502039075,-0.011592152528464794,-0.004510916769504547,-0.020512068644165993,-0.0055093467235565186,0.011318234726786613,-0.007914397865533829,0.00468404358252883,-0.0016948255943134427,-0.007721233647316694,-0.009795049205422401,-0.010367978364229202,-0.0051912604831159115,0.0017606988549232483,-0.01159944012761116,0.0017558136023581028,0.00478236423805356,-0.009564179927110672,-0.010059705935418606,0.005652045365422964,-0.003455079859122634,0.006550957448780537,0.006143308710306883,-0.003727898932993412,0.002766266232356429,-0.01242043450474739,-0.005436224397271872,0.0014360789209604263,-0.009158497676253319
0.027927996590733528,0.007117825094610453,-0.0066302078776061535,0.02923651412129402,0.02282448671758175,0.021927667781710625,0.00833999365568161,0.023253420367836952,0.01566077023744583,-0.0019787787459790707,0.025417784228920937,0.009589488618075848,0.003961634822189808,-0.00013251583732198924,0.007428228389471769,-0.011112617328763008,0.013044556602835655,0.01066735852509737,0.015055435709655285,0.01736365631222725,0.013383714482188225,0.003275802591815591,0.015679411590099335,0.022911323234438896,0.0041673253290355206,-0.007525281980633736,0.011428372003138065,0.01754959113895893,0.0007071322179399431,0.003439159132540226,0.016684522852301598,-0.009614137932658195,0.031483251601457596,0.025053754448890686,0.011761792935431004,0.020534833893179893,0.002918046899139881,0.015943337231874466,0.01194088812917471,0.022039154544472694,0.004038112238049507,-0.0021276685874909163,0.011685491539537907,0.013265140354633331,0.015446950681507587,-0.00717289699241519,-0.0033981052692979574,0.012499487958848476,0.010158300399780273,0.026505474001169205
-0.03318651393055916,-0.03641140088438988,-0.016343047842383385,-0.023657629266381264,-0.0028332937508821487,-0.03342984616756439,-0.03146393597126007,-0.02301119826734066,-0.060015782713890076,-0.020293211564421654,-0.019899018108844757,-0.014189324341714382,-0.04452725499868393,-0.020419172942638397,-0.03502805158495903,-0.008336073718965054,-0.026512181386351585,-0.022695116698741913,0.0021760824602097273,-0.0215699914842844,-0.01516651175916195,-0.026828531175851822,-0.019280243664979935,-0.02492506615817547,-0.01949944905936718,-0.03475025296211243,-0.038897931575775146,0.00614931620657444,-0.029998568817973137,-0.01856221817433834,-0.02809351123869419,-0.015080240555107594,-0.016664627939462662,-0.01702682301402092,-0.03985508158802986,-0.005780600011348724,-0.009584530256688595,-0.032396454364061356,-0.01765008457005024,-0.012472014874219894,-0.008253363892436028,-0.008218517526984215,-0.02799367345869541,0.0016451820265501738,-0.02159700356423855,-0.042524561285972595,-0.01884344406425953,-0.024169504642486572,-0.01995495893061161,-0.009612013585865498
-0.014731389470398426,-0.004304099828004837,-0.007203424349427223,-0.010453830473124981,-0.009824281558394432,0.007917595095932484,-0.01564229093492031,-0.021940317004919052,0.00751485163345933,-0.01967017352581024,-0.021013258025050163,-0.003285829210653901,0.0066702282056212425,0.006457870826125145,0.008569038473069668,-0.0329577699303627,-0.017884183675050735,-0.006756212096661329,-0.011818126775324345,-0.012500079348683357,-0.029059596359729767,-0.008800276555120945,-0.00679735979065299,-0.0075948769226670265,-0.008217809721827507,-0.017073065042495728,-0.007806796580553055,-0.02258545160293579,-0.022576509043574333,-0.03052336350083351,-0.0048657855950295925,-0.02287234552204609,-0.008307026699185371,-0.02634676918387413,-0.007211563177406788,-0.0058507067151367664,-0.025139138102531433,0.009736779145896435,-0.0011907435255125165,-0.031701017171144485,-0.013475682586431503,-0.010085784830152988,-0.02028060518205166,-0.011839478276669979,-0.022667713463306427,0.002838586922734976,0.0031574880704283714,-0.020073194056749344,-0.0345369316637516,-0.01642734743654728
-0.0015693773748353124,-0.011184236034750938,-0.017756983637809753,-0.029999664053320885,-0.03739947825670242,-0.04104544222354889,-0.020484868437051773,-0.011677704751491547,-0.004935847595334053,-0.0019692424684762955,-0.005938244517892599,-0.030509646981954575,-0.004537527449429035,-0.02355261519551277,-0.03238344565033913,-0.002955312142148614,-0.018858518451452255,-0.019281039014458656,-0.022063104435801506,-0.0032862001098692417,-0.015242917463183403,-0.010627727955579758,-0.01977298967540264,-0.007974954321980476,-0.016111062839627266,-0.003841439727693796,-0.00478773657232523,-0.0015855683013796806,0.004920023959130049,-0.011551878415048122,-0.007874890230596066,-0.015610052272677422,-0.029182065278291702,0.002824468305334449,-0.0029225978069007397,-0.035333678126335144,-0.020814258605241776,-0.009341700002551079,-0.008200598880648613,-0.008285206742584705,-0.019577136263251305,0.0034773091319948435,-0.007275264710187912,-0.0044875964522361755,-0.024456582963466644,-0.013267558068037033,-0.009768734686076641,-0.009743092581629753,-0.0130062410607934,-0.01602422259747982
-0.006831037346273661,-0.02073676884174347,-0.035437535494565964,-0.030947022140026093,-0.029334474354982376,-0.023687133565545082,-0.02122790925204754,-0.010262612253427505,-0.02823060005903244,-0.0453418493270874,-0.03455455228686333,-0.021024109795689583,-0.030148925259709358,-0.026906177401542664,-0.029142508283257484,-0.013103225268423557,-0.030204398557543755,-0.03155079111456871,-0.03359520435333252,-0.03760664910078049,-0.02209395356476307,-0.01782088540494442,-0.03752445802092552,-0.03219320997595787,-0.04312727600336075,-0.015917349606752396,-0.03247109055519104,-0.01625899411737919,-0.029377909377217293,-0.03036493808031082,-0.03108981065452099,-0.03227972611784935,-0.030421165749430656,-0.01947202906012535,-0.026483507826924324,-0.01785803958773613,-0.017025316134095192,-0.024991914629936218,-0.030279135331511497,-0.026169128715991974,-0.025783561170101166,-0.02567175216972828,-0.026448484510183334,-0.02306981012225151,-0.038885053247213364,-0.04260345920920372,-0.03464888781309128,-0.015300546772778034,-0.03414945676922798,-0.028243951499462128
