Person_0,Person_1,Person_2,Person_3,Person_4,Person_5,Person_6,Person_7,Person_8,Person_9,Person_10,Person_11,Person_12,Person_13,Person_14,Person_15,Person_16,Person_17,Person_18,Person_19
0.005360052455216646,-0.02033517323434353,-0.003652928164228797,-0.006399652920663357,0.005360052455216646,-0.007786296773701906,-0.01426749862730503,-0.006399652920663357,-0.0016549731371924281,-0.019696397706866264,-0.015050195157527924,-0.011622839607298374,0.005360052455216646,-0.004727575462311506,-0.015050195157527924,-0.011622839607298374,-0.002222906332463026,-0.006067480426281691,-0.015050195157527924,-0.006399652920663357
-0.02645391970872879,0.012590641155838966,-0.012001069262623787,-0.026894910261034966,-0.02645391970872879,-0.0068624988198280334,0.0005171632510609925,-0.026894910261034966,-0.02010633982717991,-0.011828329414129257,0.005703440867364407,-0.013161730021238327,-0.02645391970872879,-0.018417222425341606,0.005703440867364407,-0.013161730021238327,-0.019404666498303413,-0.01387426070868969,0.005703440867364407,-0.026894910261034966
0.0012715692864730954,0.01900150254368782,0.031959012150764465,-0.004288258496671915,0.0012715692864730954,0.021696053445339203,0.01897859200835228,-0.004288258496671915,0.02545291930437088,-0.003816012991592288,0.02065427228808403,0.006778907962143421,0.0012715692864730954,0.00926191732287407,0.02065427228808403,0.006778907962143421,0.009336207062005997,0.014342534355819225,0.02065427228808403,-0.004288258496671915
-0.03747088834643364,-0.037765320390462875,-0.02450190857052803,-0.03155634552240372,-0.03747088834643364,-0.01851554960012436,-0.0298771895468235,-0.03155634552240372,-0.01341311540454626,-0.017650699242949486,-0.04589249566197395,-0.033504948019981384,-0.03747088834643364,-0.019629932940006256,-0.04589249566197395,-0.033504948019981384,-0.033788178116083145,-0.007298369891941547,-0.04589249566197395,-0.03155634552240372
-0.007441401947289705,-0.01482883095741272,-0.011718304827809334,-0.0008985702297650278,-0.007441401947289705,-0.014596006833016872,-0.005630494561046362,-0.0008985702297650278,-0.002154964953660965,-0.011303790844976902,-0.004246115684509277,-0.009570986963808537,-0.007441401947289705,-0.005720399785786867,-0.004246115684509277,-0.009570986963808537,-0.01499808020889759,-0.0027310352306813,-0.004246115684509277,-0.0008985702297650278
0.007210507057607174,-0.01573995314538479,0.00359045690856874,-0.006491310428828001,0.007210507057607174,-0.014450838789343834,0.013200456276535988,-0.006491310428828001,0.0179730411618948,0.0010171117028221488,0.009366626851260662,-0.008532073348760605,0.007210507057607174,-0.013419784605503082,0.009366626851260662,-0.008532073348760605,0.008159373886883259,0.000675233022775501,0.009366626851260662,-0.006491310428828001
-0.013081826269626617,-0.0008954408694989979,-0.019254319369792938,0.006285081151872873,-0.013081826269626617,-0.010273952037096024,0.003164217108860612,0.006285081151872873,-0.010433163493871689,0.002221090020611882,-0.008929428644478321,0.005269237328320742,-0.013081826269626617,-0.004357765428721905,-0.008929428644478321,0.005269237328320742,-0.012971312738955021,-0.0028180002700537443,-0.008929428644478321,0.006285081151872873
0.011604100465774536,0.005869470536708832,0.006322755012661219,0.0024403792340308428,0.011604100465774536,0.001541587756946683,0.0035165424924343824,0.0024403792340308428,0.0011183151509612799,0.0005052774795331061,0.007829810492694378,0.0013595151249319315,0.011604100465774536,0.0038413633592426777,0.007829810492694378,0.0013595151249319315,0.006685064174234867,-0.006308306939899921,0.007829810492694378,0.0024403792340308428
-0.021334657445549965,-0.0015259633073583245,-0.023594431579113007,-0.01052751112729311,-0.021334657445549965,-0.017050670459866524,-0.016508959233760834,-0.01052751112729311,-0.026972895488142967,-0.002462049713358283,-0.00780993839725852,-0.011934514157474041,-0.021334657445549965,-0.011853921227157116,-0.00780993839725852,-0.011934514157474041,-0.019535424187779427,-0.02461778186261654,-0.00780993839725852,-0.01052751112729311
-0.012065890245139599,-0.033513423055410385,-0.018794003874063492,-0.02153949625790119,-0.012065890245139599,-0.02795148454606533,-0.02536742575466633,-0.02153949625790119,-0.01658639684319496,-0.028613541275262833,-0.023025738075375557,-0.023830069229006767,-0.012065890245139599,-0.028785238042473793,-0.023025738075375557,-0.023830069229006767,-0.015207295306026936,-0.02431005984544754,-0.023025738075375557,-0.02153949625790119
