active,cerebral,creative,domestic,games,indoors,music,outdoors,physical,sports
-0.024074790999293327,-0.017066724598407745,-0.008623399771749973,-0.0024285693652927876,-0.0050096409395337105,-0.005315911956131458,-0.0018790601752698421,-0.0053037069737911224,0.013685174286365509,0.007260481361299753
-0.01870955154299736,0.013803181238472462,-0.012925033457577229,-0.011679353192448616,-0.002159267431125045,-0.011869960464537144,-0.023268142715096474,-0.008373922668397427,-0.015944981947541237,-0.0066170166246593
-0.00788965355604887,0.03720973804593086,-0.01956874132156372,-0.013936065137386322,0.01067881379276514,-0.0014887917786836624,0.005183259956538677,-0.008240580558776855,0.012078043073415756,0.01256648264825344
-0.002589759649708867,-0.024530071765184402,-0.016334127634763718,0.00453772721812129,-0.015169248916208744,-0.008296860381960869,-0.030613092705607414,-0.009073972702026367,-0.012035935185849667,-0.006586047820746899
-0.020814377814531326,-0.02011626400053501,-0.013696777634322643,-0.012693136930465698,-0.014495683833956718,-0.006745825055986643,-0.011250380426645279,-0.01290090847760439,-0.021868206560611725,-0.017177404835820198
0.01576554961502552,0.007155718747526407,0.014723531901836395,0.005495961755514145,0.0009603565558791161,0.013276321813464165,0.0256936214864254,0.02813531458377838,0.03635343536734581,0.019104355946183205
-0.02481767162680626,-0.00985750462859869,-0.03280247375369072,-0.00871438067406416,-0.0022224141284823418,-0.01283220760524273,-0.019856030121445656,-0.014761039055883884,-0.026780832558870316,-0.011554832570254803
-0.02165355533361435,-0.02727198228240013,-0.01928688772022724,0.0004398418532218784,-0.020557770505547523,-0.011647903360426426,-0.01854051649570465,-0.02034809999167919,-0.009614711627364159,-0.015360563062131405
-0.005076341796666384,-0.02186841145157814,0.0016458277823403478,-0.005523736588656902,0.015898944810032845,0.01254958938807249,0.006125359330326319,0.005527055822312832,-0.006368869449943304,0.006475936155766249
-0.038767293095588684,-0.024235818535089493,-0.03341986611485481,-0.025608474388718605,-0.01308540627360344,-0.005440398585051298,-0.0015270574949681759,-0.018534637987613678,-0.03683066368103027,-0.03418964147567749
0.020167797803878784,0.006055610720068216,0.013918234035372734,0.00217859516851604,0.02706889994442463,0.023188142105937004,-0.002327841939404607,0.0009950700914487243,0.002296652877703309,0.021361643448472023
0.021928695961833,0.051039669662714005,0.030386578291654587,0.026302846148610115,0.014481650665402412,0.011156685650348663,0.023158516734838486,-0.004770335741341114,0.03149695321917534,0.01936587132513523
0.0013954781461507082,-0.0013935260940343142,-0.013381368480622768,-0.005784126464277506,-0.0004271174839232117,-0.018464382737874985,-0.0014662492321804166,-0.006220438051968813,0.0015036145923659205,0.008423534221947193
-0.013653846457600594,0.005677761975675821,0.001862251665443182,-0.0022983744274824858,-0.002901241648942232,-6.79208678775467e-05,0.0030198569875210524,0.0005837911157868803,0.006288161966949701,-0.0005892689223401248
-0.03406238928437233,-0.007349658757448196,-0.03234613686800003,-0.014804030768573284,0.009675483219325542,-0.008431440219283104,-0.005255201831459999,-0.0031485550571233034,-0.004042389802634716,-0.001465860172174871
-0.008859523572027683,0.0007887173560447991,0.0004085209802724421,0.03305215388536453,0.006483064498752356,0.01748194918036461,-0.013388088904321194,0.010480738244950771,0.0027598433662205935,-0.021402934566140175
0.039675258100032806,0.03105715662240982,0.039835408329963684,0.024580802768468857,0.048524755984544754,0.004656469915062189,0.04557705670595169,0.016614504158496857,0.04951927438378334,0.04564124345779419
-0.0013559266226366162,0.0012664619134739041,0.015045651234686375,-0.019622979685664177,0.013450253754854202,0.01500567514449358,-0.0011279499158263206,-0.0010867431992664933,-0.010948139242827892,-0.009600351564586163
0.01848944090306759,0.009235559031367302,0.026225872337818146,0.024080853909254074,0.03289243206381798,0.022569073364138603,0.026844695210456848,0.02789529785513878,0.024043798446655273,0.01903553679585457
-0.026262158527970314,-0.025386082008481026,-0.02454816736280918,-0.04491204023361206,-0.0309278666973114,-0.04653777927160263,-0.011634071357548237,-0.015534427016973495,-0.009712964296340942,-0.027307668700814247
-0.03766673058271408,-0.011128146201372147,-0.027138544246554375,-0.02712220698595047,-0.006654963828623295,-0.01362622994929552,0.0012692648451775312,-0.008187242783606052,-0.017994249239563942,0.0010391778778284788
0.010503487661480904,-0.016999848186969757,0.021783310920000076,-0.003511791117489338,0.0024118544533848763,0.009037050418555737,0.018211638554930687,0.013854308985173702,0.0001001166965579614,0.010357368737459183
-0.011432087048888206,-0.009081743657588959,-0.017085740342736244,-0.018609194085001945,0.004276437219232321,-0.004161887802183628,0.0014456943608820438,0.009834025986492634,-0.005070532206445932,0.006252272054553032
-0.03197132423520088,-0.002678378950804472,-0.019595585763454437,0.0002708054380491376,-0.03788803890347481,-0.023807210847735405,-0.01945863477885723,-0.014774373732507229,-0.03152502700686455,-0.02059086225926876
-0.00696793245151639,0.0010390839306637645,0.0042680795304477215,-0.007881132885813713,-0.02271879091858864,-0.013511836528778076,-0.02023972198367119,-0.01313425786793232,-0.01906099170446396,-0.023687750101089478
-0.0011822442756965756,-0.0015465046744793653,-0.009623311460018158,-0.004013475496321917,-0.004311518743634224,-0.027992650866508484,0.010298003442585468,-0.015267741866409779,0.015215106308460236,0.005787739064544439
0.011260123923420906,0.0007628029561601579,0.012676732614636421,-0.006134784780442715,-0.012068042531609535,9.925278573064134e-05,0.006872186902910471,0.012654224410653114,0.006800478789955378,0.0022194362245500088
-0.03686882555484772,-0.03215392306447029,-0.02155514433979988,-0.030163560062646866,-0.01839674822986126,-0.025610582903027534,-0.016539840027689934,-0.03146888315677643,-0.03534283861517906,-0.020824849605560303
0.0022836660500615835,-0.0006319770473055542,0.016870994120836258,-0.007895020768046379,0.003620412666350603,0.005009742453694344,-0.006002029869705439,0.019548043608665466,0.0007149626035243273,-0.0007200263789854944
-0.02839449793100357,-0.028810128569602966,-0.008207328617572784,-0.0038051637820899487,0.0026521626859903336,-0.014117446728050709,0.002598481485620141,-0.017041200771927834,-0.01685732789337635,-0.0037644391413778067
0.023180585354566574,0.023714186623692513,0.020266667008399963,-0.0009304597624577582,0.00518154026940465,5.472571501741186e-05,0.03683437407016754,0.01924135535955429,0.02226121537387371,0.02714250050485134
-0.0035493122413754463,0.004136273171752691,0.017891038209199905,-0.027802692726254463,-0.022999443113803864,-0.004225813318043947,-0.01250422839075327,-0.019281357526779175,-0.02888624370098114,-0.021747034043073654
-0.01579306274652481,-0.0022787954658269882,-0.021957792341709137,-0.0035690770018845797,0.001793542644008994,-0.015449789352715015,-0.03450481966137886,-0.013300936669111252,-0.01252719759941101,-0.02430712804198265
-0.009932571090757847,-0.02728535793721676,-0.015703311190009117,-0.019261905923485756,-0.03872999548912048,-0.040831588208675385,-0.024926237761974335,-0.04600324109196663,-0.01758720353245735,-0.029702594503760338
-0.02162604220211506,-0.0008041824330575764,-0.027138544246554375,-0.008033894933760166,-0.01169617846608162,-0.0029136580415070057,-0.006875612773001194,-0.022708265110850334,-0.04115377366542816,-0.024761337786912918
-0.02196996659040451,-0.005202942993491888,-0.016535453498363495,-0.025858448818325996,-0.018045933917164803,-0.016015026718378067,-0.02654322236776352,-0.011847500689327717,-0.005523195955902338,-0.02068720944225788
-0.010035748593509197,0.010760328732430935,-0.018803708255290985,-0.002871232107281685,-0.0072338092140853405,-0.007967138662934303,-0.023021483793854713,-0.008847289718687534,-0.021250618621706963,-0.023123428225517273
-0.039455145597457886,-0.01778898388147354,-0.02274966984987259,-0.025358499959111214,-0.0014374651946127415,-0.0067155444994568825,-0.006844780407845974,-0.017014531418681145,-0.030851295217871666,-0.01242884248495102
0.00805473793298006,-0.0011410696897655725,0.00037832229281775653,0.006686811335384846,-0.005455176346004009,0.0012574823340401053,-0.0029187952168285847,0.01214752160012722,0.011979790404438972,-0.002269330434501171
0.014431118033826351,0.017895985394716263,-0.00697924941778183,0.002805266762152314,0.02057180181145668,-0.00618731789290905,0.003275080118328333,0.002686855848878622,-0.01758720353245735,0.0034874395933002234
0.017787832766771317,0.01506044715642929,0.010958763770759106,0.009929533116519451,0.015477965585887432,0.004972732625901699,0.006550160236656666,0.008360588923096657,-0.006323252338916063,0.01681954227387905
0.01257392019033432,0.010532950982451439,0.02564874291419983,0.0004237844841554761,0.009135227650403976,-0.00745573453605175,0.001576731912791729,-0.0023768339306116104,0.01440101396292448,0.017535267397761345
0.01233317144215107,0.008225732482969761,0.01051585003733635,0.0020414565224200487,-0.013352026231586933,-0.004552170168608427,-0.004902342800050974,-0.004680329468101263,-0.004856482148170471,-0.014218155294656754
-0.0026121148839592934,-0.01145583763718605,0.013012274168431759,-0.0054612429812550545,-0.00037953819264657795,-0.005840774159878492,-0.002458023140206933,0.00019918069301638752,0.0033721672371029854,-0.006520668976008892
-0.008343635126948357,-0.00796491652727127,-0.023071788251399994,0.0014312762068584561,-0.011212053708732128,-0.007805642671883106,-0.017416849732398987,-0.00800723023712635,-0.0012009617639705539,-0.0055571929551661015
-0.006789091508835554,0.001424456131644547,-0.0019075496820732951,0.00701663875952363,0.021904900670051575,0.022542158141732216,0.007941042073071003,0.028562011197209358,0.025447405874729156,0.021017543971538544
-0.002773759886622429,-0.021012401208281517,-0.003596997819840908,-0.005121000576764345,-0.0007853874703869224,0.008417981676757336,0.006711173802614212,0.005717069376260042,-0.00476524792611599,0.009256253018975258
0.02179112657904625,-0.00736972177401185,-0.01666966825723648,-0.0025587643031030893,-0.006440966855734587,0.0179126039147377,0.007331246510148048,0.007493861019611359,0.014141346327960491,-0.013006928376853466
-0.006802848074585199,-0.007918103598058224,-0.013676644302904606,-0.01808147132396698,-0.007181186694651842,-0.018921954557299614,0.002757781883701682,-0.015801113098859787,-0.031777676194906235,0.00040001465822570026
0.022547762840986252,-0.00504578510299325,0.035110995173454285,0.007610327564179897,0.025932257995009422,0.0016721570864319801,0.024446623399853706,-0.006690470967441797,-0.0005171416560187936,0.016805777326226234
0.014761286787688732,0.04352281987667084,0.018615806475281715,0.016067789867520332,0.007191711105406284,0.026566101238131523,0.026036202907562256,0.00909397378563881,0.012850027531385422,0.011768173426389694
0.027005037292838097,0.023580433800816536,0.01802525483071804,0.030524633824825287,0.02852829173207283,0.025772079825401306,0.015498392283916473,0.015467755496501923,0.03868342563509941,0.023109665140509605
-0.02195621095597744,-0.018190238624811172,-0.013381368480622768,-0.02577512338757515,-0.007458330597728491,-0.019352611154317856,-0.013895110227167606,-0.00889395922422409,-0.015594080090522766,-0.013908467255532742
-0.008797616697847843,0.010004631243646145,-0.010482296347618103,-0.012790349312126637,-0.021540053188800812,-0.013955950736999512,-0.005608060862869024,0.0037802662700414658,-0.015032636933028698,-0.029482372105121613
