Message_0,Message_1,Message_2,Message_3,Message_4,Message_5,Message_6,Message_7,Message_8,Message_9,Message_10,Message_11,Message_12,Message_13,Message_14,Message_15,Message_16,Message_17,Message_18,Message_19,Message_20,Message_21,Message_22,Message_23,Message_24,Message_25,Message_26,Message_27,Message_28,Message_29,Message_30,Message_31,Message_32,Message_33,Message_34,Message_35,Message_36,Message_37,Message_38,Message_39
-0.01835937425494194,0.004869637545198202,-0.010543269105255604,0.014402525499463081,0.008800506591796875,0.005974536761641502,-0.01912401057779789,-0.00423669908195734,0.005596579518169165,0.0007887433748692274,0.006289000157266855,0.0017695111455395818,-0.015146062709391117,-0.006250164471566677,-0.0063139209523797035,0.0007354691624641418,0.004872945602983236,0.007307013962417841,-0.006471192464232445,-0.01123027503490448,0.006661734078079462,-0.004089458379894495,-0.005631725303828716,0.007798132952302694,-0.0005167245981283486,-0.009266252629458904,-0.0069701168686151505,-0.015774395316839218,0.009016134776175022,0.005433560349047184,0.0071598379872739315,0.0017578316619619727,-0.00881766527891159,-0.01780322939157486,0.01171336229890585,0.002259277505800128,0.013823122717440128,0.024569952860474586,0.02344641275703907,0.019983887672424316
-0.022690366953611374,-0.014446374028921127,-0.012533052824437618,-0.014138374477624893,-0.015788957476615906,-0.006236316170543432,-0.028402743861079216,-0.017857780680060387,-0.017040908336639404,-0.021308792755007744,0.00486808130517602,-0.017884759232401848,0.0036282057408243418,0.000691925291903317,-0.008804733864963055,-0.011086471378803253,-0.00493822293356061,-0.0017782555660232902,-0.008258656598627567,0.0071776388213038445,0.010731402784585953,0.0037052780389785767,-0.01873769424855709,-0.019279422238469124,-0.022067731246352196,0.0032561481930315495,-0.0002653506235219538,0.0005165570182725787,-0.004181208088994026,-0.011919191107153893,-0.003542102873325348,-0.006341425236314535,-0.004642053507268429,-0.01272126380354166,-0.015918975695967674,-0.006006489507853985,0.0038160234689712524,-0.0015663506928831339,0.0012311636237427592,0.0021108142100274563
0.006749026942998171,0.023756548762321472,0.016499698162078857,0.024025173857808113,0.016701320186257362,0.008893875405192375,0.007805718574672937,0.01773298718035221,0.0250654648989439,0.03653663024306297,0.02630292996764183,0.005027275998145342,0.034815266728401184,0.025757089257240295,0.023324821144342422,0.02513282746076584,0.03094140812754631,0.018545588478446007,0.020060379058122635,0.020368441939353943,0.018407423049211502,0.00861707329750061,0.0183861181139946,0.008166448213160038,0.035892847925424576,0.018415868282318115,0.017868146300315857,0.01897536776959896,0.013527438044548035,0.010725989006459713,0.010714545845985413,0.017641322687268257,0.00555576803162694,0.003492624731734395,0.018349450081586838,0.00253464188426733,0.020645420998334885,0.01322947721928358,0.03864508494734764,0.015136952511966228
-0.028157774358987808,0.003712367033585906,-0.017507512122392654,-0.01683020032942295,-0.0028257924132049084,-0.027119029313325882,-0.023530464619398117,0.00042351390584371984,-0.01253273244947195,-0.013574019074440002,-0.018949834629893303,-0.023297758772969246,-0.02412773109972477,-0.023564722388982773,-0.03478127345442772,-0.0498727522790432,-0.0322730652987957,-0.03199566900730133,-0.039279598742723465,-0.030000030994415283,-0.017505835741758347,-0.006051636766642332,-0.023425372317433357,-0.014211906120181084,-0.020569074898958206,-0.010627031326293945,-0.0172263290733099,-0.01782301813364029,-0.03500305488705635,-0.020541038364171982,-0.0289923008531332,-0.010364276356995106,-0.022082500159740448,-0.006841358728706837,-0.014302900061011314,-0.02474738098680973,0.001581242773681879,-0.021011903882026672,-0.00040059423190541565,-0.03146619722247124
-0.0002497739624232054,-0.011884775944054127,-0.011215143837034702,-0.010628937743604183,-0.0051573882810771465,-0.02947835810482502,-0.003481098683550954,-0.00962772686034441,-0.02160060778260231,-0.031295303255319595,-0.04243641346693039,-0.017164740711450577,-0.0365469865500927,-0.0316162183880806,-0.018935326486825943,-0.012808705680072308,-0.02513173595070839,-0.009240462444722652,-0.018008459359407425,-0.014342119917273521,-0.01888326182961464,-0.012141373939812183,-0.024727506563067436,-0.023699210956692696,0.013375517912209034,-0.0038425789680331945,-0.020396899431943893,-0.01843760535120964,-0.019689219072461128,-0.011412400752305984,-0.0038572365883737803,-0.015473959036171436,-0.013277614489197731,-0.016665183007717133,-0.012502312660217285,-0.025945458561182022,-0.013478820212185383,-0.007879463955760002,-0.013759206049144268,-0.013296672143042088
0.020367035642266273,0.0215070229023695,0.02372235432267189,0.01745913177728653,0.019552456215023994,0.009609626606106758,0.012331776320934296,0.01774546690285206,0.013035072013735771,0.02522706612944603,0.009105350822210312,0.03137226030230522,0.00027078273706138134,0.01655171811580658,0.009544897824525833,0.01929163932800293,0.012226426042616367,0.009712508879601955,0.01953784003853798,0.017723701894283295,0.012960328720510006,0.01938047632575035,0.007819308899343014,0.0053056515753269196,0.02525237947702408,-0.00119878095574677,0.0020987368188798428,0.016837118193507195,0.024763626977801323,0.004246773198246956,0.018000436946749687,-0.010572192259132862,0.014644991606473923,0.019948512315750122,0.025640875101089478,0.01108543574810028,-0.0026795051526278257,0.010926448740065098,0.0178571417927742,0.02890017442405224
-0.03401661291718483,-0.008172408677637577,-0.025570010766386986,-0.008182395249605179,-0.008217607624828815,-0.024189749732613564,-0.02933439426124096,-0.008517075330018997,-0.01979733817279339,-0.022886279970407486,-0.025283437222242355,-0.00796521082520485,-0.026518533006310463,-0.01120542362332344,-0.024547699838876724,-0.02629844658076763,-0.02643727883696556,-0.013540607877075672,-0.026279861107468605,-0.02327634021639824,-0.038567934185266495,-0.027635594829916954,-0.026068702340126038,-0.03665376454591751,-0.0291488878428936,-0.046162787824869156,-0.04513246938586235,-0.04591475799679756,-0.026096953079104424,-0.04246773198246956,-0.01251711044460535,-0.014768306165933609,-0.026861930266022682,-0.03626050800085068,-0.026035349816083908,-0.04380067437887192,-0.0073004961013793945,-0.029887620359659195,-0.03350969776511192,-0.02547880820930004
-0.027248643338680267,-0.05404062196612358,-0.050545670092105865,-0.03476731851696968,-0.038927510380744934,-0.027463650330901146,-0.0338415689766407,-0.04098179563879967,-0.027899175882339478,-0.021970320492982864,-0.026506830006837845,-0.04667266458272934,-0.01659346930682659,-0.021308254450559616,-0.009911761619150639,-0.04280046001076698,-0.03945355862379074,-0.032875094562768936,-0.03341697156429291,-0.03523688018321991,-0.03007798083126545,-0.03667812421917915,-0.028881309553980827,-0.021298808977007866,-0.03686697408556938,-0.01176101341843605,-0.021321112290024757,-0.01965397410094738,-0.020724812522530556,-0.03779756277799606,-0.01841641403734684,-0.013936644420027733,-0.02375657856464386,-0.005984553601592779,-0.04664985090494156,-0.022338343784213066,-0.027518725022673607,-0.0343901701271534,-0.018453676253557205,-0.032477058470249176
0.00010545354598434642,0.002694879425689578,-0.0031445687636733055,0.003355348249897361,-0.002174783032387495,-0.000408616237109527,-0.012766126543283463,0.0025972400326281786,-0.012281562201678753,-0.0011250724783167243,-0.019969327375292778,-0.004294399172067642,-0.0053082299418747425,-0.009711794555187225,0.003626803634688258,-0.007163969334214926,-0.009706724435091019,-0.011225642636418343,-0.010603707283735275,-0.01534212101250887,0.012835107743740082,0.006143712904304266,-0.021680515259504318,0.007480619475245476,-0.01685989648103714,-0.007814755663275719,-0.01282989326864481,-0.004062034655362368,0.009482151828706264,-0.020130474120378494,-0.01529028732329607,-0.00553181441500783,-0.0066963136196136475,-0.0312374085187912,-0.015499049797654152,0.005429995246231556,0.007115592714399099,-0.014853241853415966,-0.008617334999144077,-0.0021270138677209616
-0.010372919961810112,-0.022612281143665314,-0.017597956582903862,-0.017358502373099327,-0.01425568014383316,-0.023089613765478134,-0.02908259630203247,-0.009864832274615765,-0.010858266614377499,-0.016703549772500992,-0.03252184018492699,-0.020070530474185944,-0.03339371085166931,-0.029385389760136604,-0.028859959915280342,-0.0037948081735521555,-0.024413686245679855,-0.023227250203490257,0.005356019362807274,-0.00819079764187336,-0.0009649809799157083,-0.024320848286151886,-0.024831676855683327,-0.013030756264925003,-0.003240846795961261,-0.009979041293263435,-0.01140506286174059,-0.010960131883621216,-0.02785746194422245,-0.0034865878988057375,-0.012788125313818455,-0.02488686516880989,-0.012811172753572464,-0.00828680768609047,-0.016008049249649048,-0.003523377701640129,-0.028283843770623207,0.006663257721811533,-0.01862226240336895,-0.019659893587231636
